Report_ID,Date,Location,Department,Category_Tag,Ground_Truth_Severity,Report_Text
426066C1-B,2026-05-26,Mezzanine Level,Health & Safety (EHS),Equipment/LOTO,Critical,"While unloading the delivery truck, the pressure release valve on the main boiler was completely rusted shut. It's a miracle no one was standing underneath when it happened. Immediately shut off the main gas valve and opened the bay doors for ventilation."
A51A6A0B-0,2024-06-24,Maintenance Shop,IT,Behavioral,Ordinary,"While doing some cleanup, someone left their lunch in the microwave for too long and it smells. Sent a quick email to facilities about it."
D05D960F-8,2025-12-08,Mezzanine Level,Sanitation,Housekeeping,Ordinary,"While escorting a contractor, there was a visible layer of dust buildup on the ceiling ventilation grate. Purely a cosmetic issue, but worth logging. Put in a low-priority work order in the system."
B893C8C7-6,2025-10-09,Production Line 3,Sanitation,Minor Slip/Trip,Ordinary,"responding to a strange noise, a small piece of packing cardboard was left on the floor near the printers. left a sticky note on it for the janitorial staff."
83A69143-1,2025-03-01,Rooftop HVAC Unit,IT,Chemical/Hazmat,Critical,"Walking the perimeter, a forklift clipped the propane tank cage and there is a loud hissing sound. Hit the fire alarm and grabbed the nearest extinguisher just in case."
CD626D69-5,2025-04-05,Production Line 1,Admin,Minor Slip/Trip,Ordinary,"While doing some cleanup, a few drops of water were on the floor near the breakroom sink. Just wanted to note it for the next routine maintenance cycle. Sent a quick email to facilities about it."
72F50EEC-E,2025-06-18,Visitor Parking Lot,R&D,Minor Slip/Trip,Ordinary,"While unloading the delivery truck, a few drops of water were on the floor near the breakroom sink. Looks a bit untidy and unprofessional."
6AE71336-C,2026-06-23,Welding Bay,Facilities,Minor Maintenance,Ordinary,While doing some cleanup the door hinge to the breakroom is squeaking quite loudly. Reminded them politely to fix it next time.
8F4ED28D-3,2025-04-29,Visitor Parking Lot,Security,Uncategorized,Ordinary,"While escorting a contractor, someone was wearing earbuds in both ears while at their desk. Flattened the mat out with my foot and kept walking."
DF4467D3-4,2024-01-18,Server Room,Quality Assurance,Slip/Trip/Fall,Critical,while escorting a contractor the scaffolding for the overhead repair looked visibly bowed and structurally compromised could result in permanent eye damage or blindness evacuated the immediate area hit the emergency stop and called security
85F04F8A-A,2025-10-30,Hallway C,Fleet Management,Minor Slip/Trip,Ordinary,"Just after lunch, a stray paperclip was on the ground in the hallway. It's just a minor inconvenience. Reminded them politely to fix it next time."
E7A21445-9,2024-05-10,Freight Elevator,Logistics,Housekeeping,Ordinary,"While operating the equipment, there was a visible layer of dust buildup on the ceiling ventilation grate. Someone might stub their toe if they aren't looking."
5EEE2B30-1,2025-02-11,Chemical Storage,Quality Assurance,Housekeeping,Ordinary,"While unloading the delivery truck, the main trash bin was overflowing with paper towels Just wanted to note it for the next routine maintenance cycle Sent a quick email to facilities about it"
7FC63EB8-9,2026-02-15,Chemical Storage,IT,Minor Slip/Trip,Ordinary,"During my routine walkthrough, an extension cord was temporarily taped across the floor for the vacuum Looks a bit untidy and unprofessional Put in a low-priority work order in the system"
0F305952-9,2025-12-06,Security Desk,Health & Safety (EHS),Electrical,Critical,"During the mid-day inspection, there was a distinct burning smell and buzzing coming from the breaker panel. Could result in permanent eye damage or blindness. Stood guard to prevent anyone from entering the zone while waiting for Hazmat."
22D8A78B-E,2024-05-29,Production Line 1,Human Resources,Minor Maintenance,Ordinary,"While operating the equipment, the door hinge to the breakroom is squeaking quite loudly. Put in a low-priority work order in the system."
07D5C510-5,2026-08-27,Warehouse B,Quality Assurance,Behavioral,Ordinary,"Doing a random spot check, an employee was walking while texting in the admin corridor. Flattened the mat out with my foot and kept walking."
E018419B-A,2025-01-22,Server Room,Human Resources,Minor Maintenance,Ordinary,"while escorting a contractor, one of the fluorescent overhead lights is flickering annoyingly. i just picked it up myself and threw it away."
12802169-8,2026-04-14,Production Line 2,Health & Safety (EHS),Minor Slip/Trip,Ordinary,"Just before heading home, a small piece of packing cardboard was left on the floor near the printers. I just picked it up myself and threw it away."
9B0581BC-8,2025-05-29,Hallway C,Engineering,Behavioral,Ordinary,Walking the perimeter people were talking quite loudly near the designated quiet zone. It's just a minor inconvenience. Put in a low-priority work order in the system.
4CB20710-2,2025-05-21,Assembly Station Alpha,Sanitation,Electrical,Critical,the grounding cable on the main press was completely disconnected. This could lead to a severe chemical burn or respiratory damage. Stood guard to prevent anyone from entering the zone while waiting for Hazmat.
577AEB0B-5,2025-12-10,R&D Lab,Quality Assurance,Minor Maintenance,Ordinary,"While conducting the monthly audit, the soap dispenser in the men's restroom is empty again. Looks a bit untidy and unprofessional. Reminded them politely to fix it next time."
7CA87462-3,2026-06-29,Paint Shop,Security,Minor Slip/Trip,Ordinary,"while calibrating the sensors, the welcome floor mat in the hallway was slightly bunched up at the corner. no action taken, just reporting it for the record."
962B64C7-1,2025-11-06,Boiler Room,Quality Assurance,Minor Slip/Trip,Ordinary,"While calibrating the sensors, a few drops of water were on the floor near the breakroom sink Purely a cosmetic issue, but worth logging No action taken, just reporting it for the record"
33FE205A-C,2025-12-23,Cold Storage,Quality Assurance,Housekeeping,Ordinary,"During the mid-day inspection, the whiteboard in the meeting room wasn't erased after the morning huddle. Flattened the mat out with my foot and kept walking."
0D69E71C-8,2026-05-24,Production Line 1,Manufacturing,Minor Maintenance,Ordinary,"While conducting the monthly audit, the doorknob to the supply closet feels a bit loose. Looks a bit untidy and unprofessional. Flattened the mat out with my foot and kept walking."
DB409728-7,2025-10-27,Visitor Parking Lot,R&D,Housekeeping,Ordinary,"Doing a random spot check, muddy footprints were tracked all through the main visitor lobby. Just wanted to note it for the next routine maintenance cycle. Wiped it up with a paper towel on my way past."
B8D92223-6,2025-11-13,Chemical Storage,Logistics,Equipment/LOTO,Critical,"While conducting the monthly audit, the forklift brakes failed completely during a stop, sliding 10 feet. Hit the fire alarm and grabbed the nearest extinguisher just in case."
FBADBFDA-6,2025-10-16,Security Desk,Engineering,Equipment/LOTO,Critical,"During the mid-day inspection, a driver was speeding a forklift blindly around a blind corner with the forks raised high. This is an immediate OSHA shutdown violation."
BBBD4E4B-8,2025-09-12,Security Desk,Operations,Behavioral,Ordinary,"Just before heading home, someone forgot to push their ergonomic chair back in under the desk. Not a huge deal but should be fixed when there is time. Put in a low-priority work order in the system."
2F7E463F-F,2026-01-30,Main Office,Facilities,Behavioral,Ordinary,"Just after lunch, people were talking quite loudly near the designated quiet zone. Not a huge deal but should be fixed when there is time. Flattened the mat out with my foot and kept walking."
80D35B8B-8,2026-08-14,Maintenance Shop,Sanitation,Fire/Explosion,Critical,"While escorting a contractor, the emergency fire doors at the end of the hall were chained and padlocked shut. This is a massive fire hazard waiting to happen."
07DC936F-D,2026-07-29,Production Line 1,IT,Behavioral,Ordinary,"During my routine walkthrough, someone left their lunch in the microwave for too long and it smells. Wiped it up with a paper towel on my way past."
10616EE3-4,2024-05-26,Boiler Room,Logistics,Uncategorized,Ordinary,"Responding to a strange noise, one of the fluorescent overhead lights is flickering annoyingly. Someone might stub their toe if they aren't looking. Put in a low-priority work order in the system."
A2DC3FA0-9,2024-02-21,Freight Elevator,Fleet Management,Housekeeping,Ordinary,"While conducting the monthly audit, the blue recycling bin is full and needs to be emptied. Just wanted to note it for the next routine maintenance cycle. Reminded them politely to fix it next time."
63CDDFB8-E,2025-08-12,Breakroom,Health & Safety (EHS),Behavioral,Ordinary,"While operating the equipment, a worker was wearing their safety glasses on their forehead while filling out paperwork. Purely a cosmetic issue, but worth logging. Left a sticky note on it for the janitorial staff."
3D11FD1A-2,2024-01-08,Production Line 1,Engineering,Housekeeping,Ordinary,"while unloading the delivery truck, muddy footprints were tracked all through the main visitor lobby. i just picked it up myself and threw it away."
21795E17-D,2024-09-06,R&D Lab,Manufacturing,Behavioral,Ordinary,"Walking the perimeter, an employee was walking while texting in the admin corridor. Just wanted to note it for the next routine maintenance cycle. Left a sticky note on it for the janitorial staff."
28A6F414-0,2026-01-12,Cold Storage,Human Resources,Minor Slip/Trip,Ordinary,"While conducting the monthly audit, an extension cord was temporarily taped across the floor for the vacuum. I just picked it up myself and threw it away."
DC6DD2D4-4,2024-01-21,Production Line 3,Logistics,Slip/Trip/Fall,Critical,"During the mid-day inspection, there was a massive hydraulic oil puddle that hadn't been cleaned or marked This could lead to a severe chemical burn or respiratory damage Hit the fire alarm and grabbed the nearest extinguisher just in case"
A8A1413B-3,2024-10-10,Boiler Room,Security,Uncategorized,Ordinary,"just after lunch, someone was wearing earbuds in both ears while at their desk. purely a cosmetic issue, but worth logging. wiped it up with a paper towel on my way past."
71F8679C-4,2025-06-18,Server Room,Engineering,Housekeeping,Ordinary,"While conducting the monthly audit, the paper shredder bin is slightly overflowing onto the carpet. No action taken, just reporting it for the record."
9CAB6A97-F,2025-04-29,Loading Dock South,Sanitation,Housekeeping,Ordinary,Just after lunch there was a visible layer of dust buildup on the ceiling ventilation grate Purely a cosmetic issue but worth logging I just picked it up myself and threw it away
67628DB8-5,2024-02-03,Welding Bay,Sanitation,Minor Slip/Trip,Ordinary,"during my routine walkthrough, an extension cord was temporarily taped across the floor for the vacuum left a sticky note on it for the janitorial staff"
0364190E-F,2024-02-24,Loading Dock South,Quality Assurance,Slip/Trip/Fall,Critical,"During my routine walkthrough, the safety guardrail on the second-story mezzanine had been completely removed. This could lead to a severe chemical burn or respiratory damage. I confronted the operator, halted work, and reminded them of the life-saving protocols."
369824F0-5,2024-04-05,Security Desk,Health & Safety (EHS),Electrical,Critical,During my routine walkthrough the main emergency electrical disconnect switch was broken off in the 'ON' position. It's a miracle no one was standing underneath when it happened. Stood guard to prevent anyone from entering the zone while waiting for Hazmat.
4EC15A43-1,2024-03-06,Production Line 2,Admin,Uncategorized,Ordinary,"During the late night shift, there was a visible layer of dust buildup on the ceiling ventilation grate Not a huge deal but should be fixed when there is time I just picked it up myself and threw it away"
0EA3351E-C,2024-10-02,Cold Storage,Facilities,Chemical/Hazmat,Critical,"During my routine walkthrough, there was a steady, corrosive drip from the overhead sulfuric acid pipe. This is a serious precursor to a catastrophic mechanical failure. Stood guard to prevent anyone from entering the zone while waiting for Hazmat."
1074B160-C,2026-05-24,Maintenance Shop,Operations,Minor Slip/Trip,Ordinary,"While conducting the monthly audit, the welcome floor mat in the hallway was slightly bunched up at the corner Put in a low-priority work order in the system"
BECBB109-4,2024-09-02,Production Line 3,Fleet Management,Minor Maintenance,Ordinary,"Just before heading home, one of the fluorescent overhead lights is flickering annoyingly. I just picked it up myself and threw it away."
D7BEB8D2-2,2024-01-29,Paint Shop,Admin,Minor Maintenance,Ordinary,"Responding to a strange noise, the yellow paint on the pedestrian walkway lines is starting to fade. Just wanted to note it for the next routine maintenance cycle."
CA464032-0,2024-09-03,Visitor Parking Lot,Admin,Behavioral,Ordinary,"While calibrating the sensors, an employee was walking while texting in the admin corridor. Reminded them politely to fix it next time."
F83202E9-B,2026-02-12,Production Line 3,Admin,Housekeeping,Ordinary,"While operating the equipment, someone left their empty coffee cups on the shared workstation I just picked it up myself and threw it away"
20CE2FCB-2,2026-04-28,Chemical Storage,Admin,Minor Maintenance,Ordinary,"during my routine walkthrough, the paint is peeling off the handrail near the back stairs. sent a quick email to facilities about it."
EA204AD0-8,2025-08-11,Main Office,Fleet Management,Minor Maintenance,Ordinary,"At the start of the morning shift, the AC in the admin wing seems to be running a bit warm today. Wiped it up with a paper towel on my way past."
8879B614-C,2025-02-24,R&D Lab,Facilities,Minor Slip/Trip,Ordinary,I was walking back from the breakroom and the welcome floor mat in the hallway was slightly bunched up at the corner. Just wanted to note it for the next routine maintenance cycle. Left a sticky note on it for the janitorial staff.
73F2EEDF-E,2024-12-30,Loading Dock South,Engineering,Minor Maintenance,Ordinary,"While conducting the monthly audit, the AC in the admin wing seems to be running a bit warm today. Put in a low-priority work order in the system."
1D396045-6,2024-10-26,Cold Storage,Fleet Management,Behavioral,Ordinary,"While calibrating the sensors, someone was wearing earbuds in both ears while at their desk. Annoying squeak, but harmless. No action taken, just reporting it for the record."
310C2037-F,2026-06-22,Production Line 1,Manufacturing,Minor Slip/Trip,Ordinary,"While escorting a contractor, teh welcome floor mat in teh hallway was slightly bunched up at teh corner. Purely a cosmetic issue, but worth logging. I just picked it up myself and threw it away."
BD2A8951-B,2024-08-17,Visitor Parking Lot,Sanitation,Electrical,Critical,"Doing a random spot check, someone had daisy-chained five power strips together to run a heavy-duty industrial compressor. Someone could have easily lost a limb or worse. Hit the fire alarm and grabbed the nearest extinguisher just in case."
B7E3A04F-2,2025-12-01,Loading Dock South,IT,Behavioral,Ordinary,"During the shift handover, an employee was walking while texting in the admin corridor. Purely a cosmetic issue, but worth logging. Sent a quick email to facilities about it."
6E649462-2,2025-03-23,Loading Dock South,Manufacturing,Housekeeping,Ordinary,"Just before heading home, a wet mop was left leaning against the wall instead of being hung up. Reminded them politely to fix it next time."
C4D22B1D-3,2026-06-04,Mezzanine Level,Facilities,Housekeeping,Ordinary,"i was walking back from the breakroom and there was a visible layer of dust buildup on the ceiling ventilation grate purely a cosmetic issue, but worth logging i just picked it up myself and threw it away"
75A190B0-5,2025-01-03,Loading Dock South,Engineering,Behavioral,Ordinary,"During the mid-day inspection, someone was wearing earbuds in both ears while at their desk. Put in a low-priority work order in the system."
E00E01C8-4,2024-10-01,Breakroom,Operations,Behavioral,Ordinary,"Walking the perimeter, someone was wearing earbuds in both ears while at their desk. Purely a cosmetic issue, but worth logging. Put in a low-priority work order in the system."
79E364DD-E,2025-09-02,Hazardous Waste Bay,Engineering,Behavioral,Ordinary,"During teh mid-day inspection, someone left tehir lunch in teh microwave for too long and it smells. Purely a cosmetic issue, but worth logging. Flattened teh mat out with my foot and kept walking."
9DAA1F92-7,2025-05-31,Hallway C,R&D,Uncategorized,Ordinary,"Just before heading home, the door hinge to the breakroom is squeaking quite loudly. I just picked it up myself and threw it away."
88D48D8D-0,2024-12-26,Server Room,Manufacturing,Minor Slip/Trip,Ordinary,"While conducting the monthly audit, a few drops of water were on the floor near the breakroom sink. Flattened the mat out with my foot and kept walking."
975A13CC-F,2025-03-08,Warehouse B,Admin,Behavioral,Ordinary,"During my routine walkthrough, an employee was walking while texting in the admin corridor. Wiped it up with a paper towel on my way past."
7D7A0641-F,2026-07-12,Hallway C,Sanitation,Housekeeping,Ordinary,"I was walking back from the breakroom and someone left their empty coffee cups on the shared workstation. Just wanted to note it for the next routine maintenance cycle. No action taken, just reporting it for the record."
10F1104D-B,2025-01-15,Warehouse B,Engineering,Uncategorized,Critical,"Doing a random spot check, the grounding cable on the main press was completely disconnected. This is a massive fire hazard waiting to happen. Immediately shut off the main gas valve and opened the bay doors for ventilation."
335AA901-0,2026-08-17,Mezzanine Level,Quality Assurance,Behavioral,Ordinary,"following up on a previous ticket, a worker was wearing their safety glasses on their forehead while filling out paperwork. not a huge deal but should be fixed when there is time. i just picked it up myself and threw it away."
0C047D08-A,2025-10-07,Production Line 3,R&D,Minor Slip/Trip,Ordinary,"During my routine walkthrough, a small piece of packing cardboard was left on the floor near the printers. Not a huge deal but should be fixed when there is time."
19C1EA40-3,2024-11-17,Freight Elevator,Manufacturing,Minor Slip/Trip,Ordinary,"While escorting a contractor, a few drops of water were on the floor near the breakroom sink. Annoying squeak, but harmless."
93D4C288-F,2024-08-21,Server Room,Admin,Housekeeping,Ordinary,"Just after lunch, there was a visible layer of dust buildup on the ceiling ventilation grate. Left a sticky note on it for the janitorial staff."
F88040FC-0,2025-06-05,Server Room,Facilities,Slip/Trip/Fall,Critical,"During the shift handover, the scaffolding for the overhead repair looked visibly bowed and structurally compromised Someone could have easily lost a limb or worse Put up red caution tape and logged a high-priority, urgent maintenance ticket"
1036E3B9-8,2025-01-31,Production Line 2,Facilities,Uncategorized,Critical,"While doing some cleanup, sparks were actively shooting out of the 220V wall receptacle. We could be facing a massive environmental spill fine. Hit the fire alarm and grabbed the nearest extinguisher just in case."
351C8843-9,2024-09-18,Main Office,Human Resources,Minor Maintenance,Ordinary,"while operating the equipment, the soap dispenser in the men's restroom is empty again annoying squeak, but harmless reminded them politely to fix it next time"
44AE5F2B-F,2024-07-02,Security Desk,Health & Safety (EHS),Minor Maintenance,Ordinary,"While calibrating the sensors, the doorknob to the supply closet feels a bit loose. Purely a cosmetic issue, but worth logging. Put in a low-priority work order in the system."
A6CF182B-3,2025-04-14,Paint Shop,Facilities,Minor Maintenance,Ordinary,"During the mid-day inspection, the soap dispenser in the men's restroom is empty again. Not a huge deal but should be fixed when there is time. Left a sticky note on it for the janitorial staff."
94A11105-0,2024-11-03,Maintenance Shop,Engineering,Housekeeping,Ordinary,I was walking back from the breakroom and someone left their empty coffee cups on the shared workstation. Not a huge deal but should be fixed when there is time. Flattened the mat out with my foot and kept walking.
018D6A5A-E,2025-05-25,Breakroom,Manufacturing,Minor Slip/Trip,Ordinary,"during my routine walkthrough, a small piece of packing cardboard was left on the floor near the printers. reminded them politely to fix it next time."
DF076C0D-6,2026-08-05,Breakroom,Admin,Housekeeping,Ordinary,"while conducting the monthly audit, the whiteboard in the meeting room wasn't erased after the morning huddle reminded them politely to fix it next time"
7829DADD-E,2025-08-15,Rooftop HVAC Unit,Security,Housekeeping,Ordinary,"During the late night shift, there was a visible layer of dust buildup on the ceiling ventilation grate. Annoying squeak, but harmless. Put in a low-priority work order in the system."
952CA213-1,2026-08-06,Boiler Room,Sanitation,Behavioral,Ordinary,"While unloading the delivery truck, someone forgot to push their ergonomic chair back in under the desk. It's just a minor inconvenience."
0BF53FA2-4,2024-11-29,Cold Storage,Quality Assurance,Behavioral,Ordinary,"During the shift handover, people were talking quite loudly near the designated quiet zone. No action taken, just reporting it for the record."
1D9D201D-9,2025-07-05,Paint Shop,Operations,Chemical/Hazmat,Critical,"During my routine walkthrough, a secondary containment drum was overflowing with an unknown, pungent solvent. I immediately locked out the machine (LOTO) and called the shift supervisor."
76EF0EEB-3,2025-06-03,Mezzanine Level,IT,Slip/Trip/Fall,Critical,"While unloading the delivery truck, the safety guardrail on the second-story mezzanine had been completely removed This is an immediate OSHA shutdown violation I immediately locked out the machine (LOTO) and called the shift supervisor"
2F260D83-3,2024-10-27,Rooftop HVAC Unit,IT,Housekeeping,Ordinary,"While doing some cleanup, the main trash bin was overflowing with paper towels. Purely a cosmetic issue, but worth logging. I just picked it up myself and threw it away."
4F2BE9CC-8,2024-11-19,Server Room,Facilities,Minor Maintenance,Ordinary,"While escorting a contractor, the yellow paint on the pedestrian walkway lines is starting to fade."
31E09EB1-B,2026-01-22,Boiler Room,Manufacturing,Housekeeping,Ordinary,"the paper shredder bin is slightly overflowing onto the carpet. purely a cosmetic issue, but worth logging. sent a quick email to facilities about it."
CAEBC611-F,2025-11-02,Warehouse A,Manufacturing,Minor Slip/Trip,Ordinary,"During my routine walkthrough, a small piece of packing cardboard was left on the floor near the printers. Not a huge deal but should be fixed when there is time. Reminded them politely to fix it next time."
560F50D1-6,2025-12-10,Server Room,Engineering,Equipment/LOTO,Critical,"during the late night shift, the pressure release valve on the main boiler was completely rusted shut. i immediately locked out the machine (loto) and called the shift supervisor."
7FA9F698-3,2024-01-25,Breakroom,Quality Assurance,Minor Slip/Trip,Ordinary,"while escorting a contractor, a few drops of water were on the floor near the breakroom sink. reminded them politely to fix it next time."
683B0538-D,2024-09-01,Maintenance Shop,Quality Assurance,Housekeeping,Ordinary,"While operating the equipment, the paper shredder bin is slightly overflowing onto the carpet. Reminded them politely to fix it next time."
6F37741B-A,2025-10-16,Maintenance Shop,Manufacturing,Housekeeping,Ordinary,"During my routine walkthrough, a wet mop was left leaning against the wall instead of being hung up."
08A0C44D-6,2024-03-11,Production Line 3,Engineering,Behavioral,Ordinary,"following up on a previous ticket, a worker was wearing their safety glasses on their forehead while filling out paperwork looks a bit untidy and unprofessional i just picked it up myself and threw it away"
89BA21D7-3,2025-03-19,Production Line 2,Logistics,Behavioral,Ordinary,"While escorting a contractor, someone was wearing earbuds in both ears while at their desk. Not a huge deal but should be fixed when there is time."
9DE90AE9-8,2026-09-02,Chemical Storage,Engineering,Minor Slip/Trip,Ordinary,"While unloading the delivery truck, the welcome floor mat in the hallway was slightly bunched up at the corner. Left a sticky note on it for the janitorial staff."
C3EEFFB9-5,2026-04-11,Production Line 3,Sanitation,Minor Maintenance,Ordinary,"During the mid-day inspection, the door hinge to the breakroom is squeaking quite loudly Not a huge deal but should be fixed when there is time I just picked it up myself and threw it away"
5CE754E0-4,2024-05-08,Breakroom,Logistics,Minor Maintenance,Ordinary,"While conducting the monthly audit, one of the fluorescent overhead lights is flickering annoyingly. Left a sticky note on it for the janitorial staff."
A5D7AB4E-D,2024-10-04,Hallway C,Admin,Minor Maintenance,Ordinary,While unloading the delivery truck the doorknob to the supply closet feels a bit loose. Not a huge deal but should be fixed when there is time. Left a sticky note on it for the janitorial staff.
19B09038-9,2026-04-02,Cold Storage,R&D,Housekeeping,Ordinary,"while doing some cleanup, a wet mop was left leaning against the wall instead of being hung up. wiped it up with a paper towel on my way past."
11988C8A-3,2025-08-24,Hallway C,Manufacturing,Minor Maintenance,Ordinary,I was walking back from the breakroom and one of the fluorescent overhead lights is flickering annoyingly. Reminded them politely to fix it next time.
FE63D002-8,2025-06-26,Boiler Room,Sanitation,Equipment/LOTO,Critical,"While calibrating the sensors, the pressure release valve on the main boiler was completely rusted shut. This could lead to a severe chemical burn or respiratory damage. Evacuated the immediate area, hit the emergency stop, and called security."
9ABF6AA5-7,2025-04-15,Loading Dock South,Quality Assurance,Uncategorized,Ordinary,"Walking the perimeter, a few drops of water were on the floor near the breakroom sink. Someone might stub their toe if they aren't looking. Sent a quick email to facilities about it."
22A8E344-E,2026-04-15,Production Line 1,Health & Safety (EHS),Electrical,Critical,"Just before heading home, sparks were actively shooting out of the 220V wall receptacle. Stood guard to prevent anyone from entering the zone while waiting for Hazmat."
3B1EFCA9-7,2026-07-17,Paint Shop,Fleet Management,Behavioral,Ordinary,"During the late night shift, an employee was walking while texting in the admin corridor. Put in a low-priority work order in the system."
52FB5261-B,2026-08-15,Breakroom,Manufacturing,Minor Maintenance,Ordinary,"During my routine walkthrough, the doorknob to the supply closet feels a bit loose. Just wanted to note it for the next routine maintenance cycle."
605851D4-E,2025-12-05,Assembly Station Alpha,Engineering,Minor Slip/Trip,Ordinary,while conducting the monthly audit the welcome floor mat in the hallway was slightly bunched up at the corner
A685FBC4-4,2024-08-01,Cold Storage,Fleet Management,Housekeeping,Ordinary,"Walking the perimeter, there were a few scattered zip ties left on the floor near the racks. Reminded them politely to fix it next time."
34FC6303-5,2026-02-02,Cold Storage,R&D,Behavioral,Ordinary,"people were talking quite loudly near the designated quiet zone. Annoying squeak, but harmless. Wiped it up with a paper towel on my way past."
F8804DB7-3,2025-06-06,Hazardous Waste Bay,Facilities,Housekeeping,Ordinary,"At the start of the morning shift, the main trash bin was overflowing with paper towels Just wanted to note it for the next routine maintenance cycle Flattened the mat out with my foot and kept walking"
BE91C47B-E,2026-01-09,Paint Shop,Human Resources,Minor Slip/Trip,Ordinary,"while escorting a contractor, a small piece of packing cardboard was left on the floor near the printers. just wanted to note it for the next routine maintenance cycle. put in a low-priority work order in the system."
BA028EA7-D,2024-09-01,Warehouse A,Sanitation,Equipment/LOTO,Critical,During the mid-day inspection the pressure release valve on the main boiler was completely rusted shut. We could be facing a massive environmental spill fine. Put up red caution tape and logged a high-priority urgent maintenance ticket.
49163D0A-4,2024-01-22,Production Line 1,Facilities,Minor Maintenance,Ordinary,"following up on a previous ticket, the bathroom sink faucet has a slow, steady drip. purely a cosmetic issue, but worth logging. flattened the mat out with my foot and kept walking."
49FC79C1-C,2024-01-31,Rooftop HVAC Unit,Engineering,Uncategorized,Critical,"Following up on a previous ticket, a deep sinkhole/crack is forming in the main forklift traffic lane. Someone could have easily lost a limb or worse. Immediately shut off the main gas valve and opened the bay doors for ventilation."
BC6F6D69-0,2024-08-18,Assembly Station Alpha,Quality Assurance,Equipment/LOTO,Critical,"Walking the perimeter, the overhead crane hoist chain was heavily corroded, bent, and missing a safety latch. It's a miracle no one was standing underneath when it happened. Evacuated the immediate area, hit the emergency stop, and called security."
F0F6CE43-F,2024-01-29,Hazardous Waste Bay,Admin,Minor Slip/Trip,Ordinary,"Following up on a previous ticket, a stray paperclip was on the ground in the hallway. Someone might stub their toe if they aren't looking. No action taken, just reporting it for the record."
BED10139-6,2025-01-03,Maintenance Shop,Quality Assurance,Minor Maintenance,Ordinary,"while operating the equipment, the wall clock in the cafeteria has a dead battery. flattened the mat out with my foot and kept walking."
96A2B9BB-9,2025-11-05,Production Line 3,IT,Housekeeping,Ordinary,"during the late night shift, someone left their empty coffee cups on the shared workstation. sent a quick email to facilities about it."
F448B0CD-D,2025-06-02,Chemical Storage,Human Resources,Uncategorized,Ordinary,"Just after lunch, teh blue recycling bin is full and needs to be emptied No action taken, just reporting it for teh record"
66C08F75-9,2024-01-23,Mezzanine Level,Quality Assurance,Behavioral,Ordinary,"Doing a random spot check, people were talking quite loudly near teh designated quiet zone. Reminded tehm politely to fix it next time."
703E3CE3-8,2025-01-14,Warehouse A,Security,Minor Slip/Trip,Ordinary,"At the start of the morning shift, a small piece of packing cardboard was left on the floor near the printers. Flattened the mat out with my foot and kept walking."
93C9B219-F,2026-04-03,Security Desk,Engineering,Minor Maintenance,Ordinary,"during the shift handover, one of the fluorescent overhead lights is flickering annoyingly. i just picked it up myself and threw it away."
90DCFFD6-A,2025-08-30,Visitor Parking Lot,Manufacturing,Housekeeping,Ordinary,"While doing some cleanup, the paper shredder bin is slightly overflowing onto the carpet. Wiped it up with a paper towel on my way past."
3201D39A-D,2024-05-24,Cold Storage,Facilities,Behavioral,Ordinary,"Just before heading home, someone left tehir lunch in teh microwave for too long and it smells. Annoying squeak, but harmless."
DA3C50C5-C,2025-02-11,Hallway C,IT,Minor Slip/Trip,Ordinary,"While escorting a contractor, a small piece of packing cardboard was left on the floor near the printers. Put in a low-priority work order in the system."
F57671A5-5,2026-01-29,Hallway C,Fleet Management,Uncategorized,Ordinary,"At the start of the morning shift, muddy footprints were tracked all through the main visitor lobby. Looks a bit untidy and unprofessional. Put in a low-priority work order in the system."
0C506D4D-8,2024-07-17,Security Desk,Sanitation,Slip/Trip/Fall,Critical,"Following up on a previous ticket, a deep sinkhole/crack is forming in the main forklift traffic lane. Evacuated the immediate area, hit the emergency stop, and called security."
60F9D094-9,2026-04-26,Production Line 3,Admin,Minor Maintenance,Ordinary,"During the late night shift, the AC in the admin wing seems to be running a bit warm today. Purely a cosmetic issue, but worth logging. Flattened the mat out with my foot and kept walking."
0457B073-A,2025-03-28,Assembly Station Alpha,Operations,Behavioral,Ordinary,"At the start of the morning shift, someone left their lunch in the microwave for too long and it smells. Annoying squeak, but harmless."
554CF4B9-B,2026-04-22,Hazardous Waste Bay,Security,Behavioral,Ordinary,"While unloading the delivery truck, a worker was wearing their safety glasses on their forehead while filling out paperwork. Looks a bit untidy and unprofessional. Put in a low-priority work order in the system."
4C27342B-4,2024-09-16,Hallway C,Quality Assurance,Equipment/LOTO,Critical,"Just before heading home, an operator was reaching in to clean the mixing blades while the machine was still plugged in This is a massive fire hazard waiting to happen Stood guard to prevent anyone from entering the zone while waiting for Hazmat"
D676F2DC-6,2025-10-14,Breakroom,Engineering,Behavioral,Ordinary,"While calibrating the sensors, someone left their lunch in the microwave for too long and it smells. Sent a quick email to facilities about it."
F39CE8A8-B,2025-07-12,Visitor Parking Lot,Quality Assurance,Behavioral,Ordinary,"at the start of the morning shift, an employee was walking while texting in the admin corridor. it's just a minor inconvenience."
0E76830E-E,2024-08-01,Boiler Room,Logistics,Slip/Trip/Fall,Critical,"responding to a strange noise, there was a massive hydraulic oil puddle that hadn't been cleaned or marked. hit the fire alarm and grabbed the nearest extinguisher just in case."
